txn_id,txn_timestamp,from_acct_id,to_acct_id,txn_type,amount,status,error_msg
360,2025-12-18 15:07:31,4057,,ATM WITHDRAWAL,6254,SUCCESS,
361,2025-11-08 11:32:26,2707,3284,FUND TRANSFER,341270,SUCCESS,
362,2025-11-25 05:42:52,4367,,INTEREST CREDIT,24211,SUCCESS,
363,2025-06-24 19:53:52,1471,,ATM WITHDRAWAL,6659,SUCCESS,
364,2025-01-12 15:41:39,3763,,INTEREST CREDIT,2723,SUCCESS,
365,2025-02-15 13:28:15,1994,2756,UPI,651,SUCCESS,
366,2025-11-23 19:30:36,2326,4923,IMPS,119816,SUCCESS,
367,2025-08-22 10:28:42,461,,ATM WITHDRAWAL,7421,SUCCESS,
368,2025-07-16 17:39:23,3055,1068,UPI,2507,SUCCESS,
369,2025-07-25 06:15:21,1787,1270,UPI,5744,FAILED,Beneficiary Not Found
370,2025-11-23 07:27:50,2785,1570,UPI,442,SUCCESS,
371,2025-06-29 12:28:28,1494,,WITHDRAWAL,25460,SUCCESS,
372,2025-11-07 10:45:18,2082,3845,FUND TRANSFER,819685,SUCCESS,
373,2025-01-28 15:16:04,2835,4998,NEFT,113781,SUCCESS,
374,2025-02-07 13:30:12,2261,3761,UPI,6953,SUCCESS,
375,2025-05-20 18:39:34,225,2903,IMPS,182691,SUCCESS,
376,2025-11-15 21:50:54,929,,DEPOSIT,78954,SUCCESS,
377,2025-01-16 15:28:42,2358,,ATM WITHDRAWAL,1057,SUCCESS,
378,2025-08-09 17:50:46,907,,DEPOSIT,67364,SUCCESS,
379,2025-11-11 04:29:35,1820,,ATM WITHDRAWAL,2862,SUCCESS,
380,2025-05-29 18:54:39,2647,1095,FUND TRANSFER,3404,SUCCESS,
381,2025-08-04 01:42:38,1562,,ATM WITHDRAWAL,6190,SUCCESS,
382,2025-12-28 19:47:02,4499,,DEPOSIT,17212,SUCCESS,
383,2025-01-23 18:47:27,1506,727,UPI,1108,SUCCESS,
384,2025-05-13 23:33:53,4146,,WITHDRAWAL,26436,SUCCESS,
385,2025-12-14 06:20:22,3034,4319,UPI,7776,SUCCESS,
386,2025-08-16 17:49:17,2796,,WITHDRAWAL,28404,SUCCESS,
387,2025-11-30 17:38:51,4352,3025,UPI,1258,SUCCESS,
388,2025-09-11 12:36:08,4765,4844,IMPS,195250,SUCCESS,
389,2025-01-09 06:50:56,3009,4122,UPI,8158,SUCCESS,
390,2025-02-27 23:46:04,3797,,WITHDRAWAL,43764,SUCCESS,
391,2025-07-12 17:20:10,1870,,WITHDRAWAL,43248,FAILED,Invalid Account
392,2025-06-13 03:59:55,3035,3815,FUND TRANSFER,870058,SUCCESS,
393,2025-06-28 20:29:05,2373,3618,UPI,3001,SUCCESS,
394,2025-09-29 02:11:44,2808,4941,NEFT,341161,SUCCESS,
395,2025-11-03 16:08:14,4884,,WITHDRAWAL,31501,SUCCESS,
396,2025-01-28 03:41:51,275,1610,UPI,899,SUCCESS,
397,2025-06-29 11:53:50,871,,ATM WITHDRAWAL,9164,SUCCESS,
398,2025-01-14 18:33:02,2072,1510,UPI,4321,SUCCESS,
399,2025-02-18 00:39:08,2608,4442,NEFT,403692,SUCCESS,
400,2025-06-05 08:32:31,2679,2882,UPI,8213,SUCCESS,
401,2025-08-31 13:26:46,2739,1252,UPI,4883,SUCCESS,
402,2025-01-31 00:36:27,2921,1095,UPI,3333,SUCCESS,
403,2025-08-25 13:28:40,3161,2204,FUND TRANSFER,285703,SUCCESS,
404,2025-12-16 02:41:33,2657,2888,UPI,9096,SUCCESS,
405,2025-06-04 06:49:05,1511,574,UPI,3381,SUCCESS,
406,2025-08-06 19:12:55,4251,1465,UPI,6593,SUCCESS,
407,2025-11-27 07:33:47,2159,1937,UPI,1618,SUCCESS,
408,2025-01-26 22:47:33,3635,,ATM WITHDRAWAL,4004,SUCCESS,
409,2025-03-18 02:42:57,2089,3061,FUND TRANSFER,400120,SUCCESS,
410,2025-09-28 05:38:10,2692,3712,FUND TRANSFER,393506,SUCCESS,
411,2025-11-14 12:07:22,3434,,ATM WITHDRAWAL,8019,SUCCESS,
412,2025-07-29 07:11:34,3618,,WITHDRAWAL,35670,SUCCESS,
413,2025-02-22 05:08:51,2945,2195,FUND TRANSFER,583039,SUCCESS,
414,2025-03-24 01:08:16,1355,3895,IMPS,169117,SUCCESS,
415,2025-12-19 03:09:39,122,,DEPOSIT,59362,SUCCESS,
416,2025-05-22 20:08:49,736,1581,FUND TRANSFER,605001,SUCCESS,
417,2025-03-17 13:00:22,399,1,FUND TRANSFER,701615,SUCCESS,
418,2025-06-21 17:48:25,4927,3506,IMPS,144906,SUCCESS,
419,2025-08-21 18:39:08,1071,,ATM WITHDRAWAL,589,SUCCESS,
420,2025-05-08 21:57:23,3320,,WITHDRAWAL,25289,SUCCESS,
421,2025-02-28 02:32:37,3520,,ATM WITHDRAWAL,6641,FAILED,Beneficiary Not Found
422,2025-02-13 15:02:08,119,79,IMPS,93742,SUCCESS,
423,2025-05-15 13:51:14,3235,4324,NEFT,33539,SUCCESS,
424,2025-07-03 07:14:25,2636,1864,FUND TRANSFER,638697,SUCCESS,
425,2025-04-21 18:31:40,4287,,ATM WITHDRAWAL,9722,SUCCESS,
426,2025-12-28 22:38:54,1764,,WITHDRAWAL,12298,SUCCESS,
427,2025-04-17 19:01:53,47,,ATM WITHDRAWAL,5965,SUCCESS,
428,2025-05-22 11:38:40,2196,,DEPOSIT,53377,SUCCESS,
429,2025-05-05 00:22:19,1518,1496,FUND TRANSFER,408584,SUCCESS,
430,2025-02-20 01:43:14,4897,,DEPOSIT,27055,SUCCESS,
431,2025-03-24 05:26:28,2318,4110,UPI,6609,SUCCESS,
432,2025-08-14 11:47:50,1450,,ATM WITHDRAWAL,8700,SUCCESS,
433,2025-11-20 11:40:07,896,1582,UPI,1511,SUCCESS,
434,2025-07-12 06:41:40,2898,,WITHDRAWAL,3695,SUCCESS,
435,2025-08-18 23:50:15,925,793,FUND TRANSFER,989725,SUCCESS,
436,2025-08-10 00:57:16,2903,4160,UPI,1704,SUCCESS,
437,2025-05-29 17:04:45,1719,724,UPI,6460,SUCCESS,
438,2025-02-18 14:05:42,318,4689,NEFT,176302,SUCCESS,
439,2025-07-07 04:29:05,1061,3642,FUND TRANSFER,498423,SUCCESS,
440,2025-06-26 05:52:04,2596,,ATM WITHDRAWAL,5480,SUCCESS,
441,2025-10-10 02:02:07,1005,3567,NEFT,75586,SUCCESS,
442,2025-12-07 17:15:14,4562,2056,FUND TRANSFER,888578,SUCCESS,
443,2025-11-16 23:14:08,4509,1109,UPI,256,SUCCESS,
444,2025-11-05 03:27:21,3756,,ATM WITHDRAWAL,5629,SUCCESS,
445,2025-09-05 21:30:46,2522,,ATM WITHDRAWAL,4134,SUCCESS,
446,2025-07-14 16:10:48,632,,INTEREST CREDIT,8421,SUCCESS,
447,2025-05-22 20:39:28,3890,,ATM WITHDRAWAL,8877,SUCCESS,
448,2025-08-20 19:23:59,645,,INTEREST CREDIT,6049,SUCCESS,
449,2025-03-16 07:42:31,4712,,INTEREST CREDIT,9339,SUCCESS,
450,2025-01-31 12:24:00,3824,4734,FUND TRANSFER,929745,SUCCESS,
451,2025-07-24 11:29:33,4746,,ATM WITHDRAWAL,8301,SUCCESS,
452,2025-08-31 03:01:22,4597,,DEPOSIT,20258,SUCCESS,
453,2025-02-19 18:55:52,3804,2444,FUND TRANSFER,994605,SUCCESS,
454,2025-07-22 08:02:04,2976,,ATM WITHDRAWAL,1000,SUCCESS,
455,2025-03-16 00:38:40,4028,1212,UPI,1913,FAILED,Invalid Account
456,2025-07-21 21:25:33,772,2238,FUND TRANSFER,803869,SUCCESS,
457,2025-05-26 07:20:20,309,1603,FUND TRANSFER,607250,SUCCESS,
458,2025-09-10 13:15:54,1490,61,FUND TRANSFER,363504,SUCCESS,
459,2025-12-14 10:35:25,2203,,INTEREST CREDIT,9570,SUCCESS,
460,2025-03-27 05:40:55,1494,,WITHDRAWAL,8187,SUCCESS,
461,2025-02-19 12:19:23,550,446,UPI,895,SUCCESS,
462,2025-05-14 12:48:17,1369,,WITHDRAWAL,42394,SUCCESS,
463,2025-01-03 07:19:19,3226,,WITHDRAWAL,44283,SUCCESS,
464,2025-01-31 22:55:48,125,645,IMPS,110717,FAILED,Invalid Account
465,2025-12-21 21:04:30,641,,ATM WITHDRAWAL,6800,SUCCESS,
466,2025-05-27 11:09:47,3253,877,UPI,8891,SUCCESS,
467,2025-10-03 15:08:15,3576,1484,UPI,6457,SUCCESS,
468,2025-06-03 16:54:14,700,,ATM WITHDRAWAL,1502,SUCCESS,
469,2025-03-02 15:20:21,3877,,WITHDRAWAL,19212,SUCCESS,
470,2025-04-10 01:41:18,1384,2899,UPI,5516,SUCCESS,
471,2025-09-12 14:27:43,547,1570,UPI,8204,SUCCESS,
472,2025-01-04 11:08:14,1305,3453,IMPS,61553,SUCCESS,
473,2025-01-17 18:27:58,1262,1868,FUND TRANSFER,414857,SUCCESS,
474,2025-11-07 17:11:03,3042,4170,UPI,4861,SUCCESS,
475,2025-12-19 09:16:11,2376,2499,FUND TRANSFER,396942,SUCCESS,
476,2025-07-29 08:47:11,3421,3727,FUND TRANSFER,792820,SUCCESS,
477,2025-08-13 14:10:44,1894,3278,FUND TRANSFER,960861,SUCCESS,
478,2025-06-08 22:36:02,2384,1102,FUND TRANSFER,486991,SUCCESS,
479,2025-11-06 02:23:26,3494,,DEPOSIT,13357,FAILED,Beneficiary Not Found
480,2025-07-05 07:21:37,4016,4767,FUND TRANSFER,469569,SUCCESS,
481,2025-05-12 02:10:13,654,1503,UPI,9138,SUCCESS,
482,2025-12-25 04:00:47,224,2939,FUND TRANSFER,540526,SUCCESS,
483,2025-09-06 10:27:47,3222,304,FUND TRANSFER,569222,SUCCESS,
484,2025-09-16 17:17:02,7,,INTEREST CREDIT,23115,SUCCESS,
485,2025-03-15 18:09:03,4743,,DEPOSIT,43509,SUCCESS,
486,2025-12-14 19:34:13,222,4714,UPI,9866,SUCCESS,
487,2025-03-18 01:28:06,1273,3548,UPI,2558,SUCCESS,
488,2025-04-03 03:38:11,3604,,ATM WITHDRAWAL,5050,SUCCESS,
489,2025-07-01 20:33:05,2096,,INTEREST CREDIT,3207,SUCCESS,
490,2025-10-16 10:17:33,1727,4489,UPI,2251,SUCCESS,
491,2025-06-29 14:48:41,3723,550,IMPS,121002,SUCCESS,
492,2025-05-27 22:26:54,15,,WITHDRAWAL,25084,SUCCESS,
493,2025-01-24 00:52:49,4684,698,FUND TRANSFER,109346,SUCCESS,
494,2025-03-22 07:26:56,3152,,WITHDRAWAL,14494,SUCCESS,
495,2025-07-31 21:47:01,3203,4405,FUND TRANSFER,167451,SUCCESS,
496,2025-07-08 16:41:48,4864,,ATM WITHDRAWAL,9664,SUCCESS,
497,2025-11-27 22:07:17,2424,209,IMPS,21206,SUCCESS,
498,2025-10-11 03:59:54,2160,835,FUND TRANSFER,880717,SUCCESS,
499,2025-06-15 07:40:08,4497,,DEPOSIT,33424,FAILED,Invalid Account
500,2025-04-27 23:48:14,2093,3430,IMPS,135010,SUCCESS,
501,2025-04-04 08:13:51,3680,4434,IMPS,42469,SUCCESS,
502,2025-03-18 15:45:09,3724,,ATM WITHDRAWAL,9806,SUCCESS,
503,2025-08-24 14:28:30,630,,WITHDRAWAL,42110,SUCCESS,
504,2025-02-15 02:12:18,1542,4587,UPI,1762,SUCCESS,
505,2025-12-15 20:19:42,2062,,ATM WITHDRAWAL,7413,SUCCESS,
506,2025-08-29 20:54:11,3845,2929,FUND TRANSFER,476470,SUCCESS,
507,2025-07-24 08:53:16,4941,,WITHDRAWAL,17303,SUCCESS,
508,2025-04-17 06:08:46,3376,,WITHDRAWAL,48170,SUCCESS,
509,2025-10-19 19:08:17,1287,,ATM WITHDRAWAL,3533,SUCCESS,
510,2025-12-31 12:12:49,605,1036,UPI,9958,SUCCESS,
511,2025-12-24 00:40:03,3845,3263,NEFT,389372,SUCCESS,
512,2025-09-22 12:57:39,1897,,DEPOSIT,19578,SUCCESS,
513,2025-05-15 06:40:17,3779,1817,IMPS,82260,SUCCESS,
514,2025-05-24 21:04:24,1558,,ATM WITHDRAWAL,4285,SUCCESS,
515,2025-03-09 15:00:11,2174,4953,IMPS,94694,SUCCESS,
516,2025-01-22 17:00:46,344,1764,FUND TRANSFER,888587,SUCCESS,
517,2025-03-29 01:59:12,4180,,INTEREST CREDIT,20625,SUCCESS,
518,2025-11-25 19:35:03,1829,,ATM WITHDRAWAL,9434,SUCCESS,
519,2025-11-14 13:36:20,3558,,ATM WITHDRAWAL,8801,SUCCESS,
520,2025-10-12 03:08:36,4699,,WITHDRAWAL,28703,SUCCESS,
521,2025-07-03 21:18:12,1677,233,UPI,6975,SUCCESS,
522,2025-11-02 17:32:37,4897,1141,IMPS,174085,SUCCESS,
523,2025-02-09 15:01:05,2408,1443,UPI,6974,SUCCESS,
524,2025-07-08 02:26:12,1085,1972,IMPS,1052,SUCCESS,
525,2025-02-15 08:41:01,1718,1134,UPI,3255,SUCCESS,
526,2025-07-30 17:04:38,2080,,DEPOSIT,79555,SUCCESS,
527,2025-09-27 12:58:28,2267,,ATM WITHDRAWAL,8049,SUCCESS,
528,2025-10-05 00:53:24,3011,4484,FUND TRANSFER,25345,SUCCESS,
529,2025-08-19 21:27:02,3486,,ATM WITHDRAWAL,515,SUCCESS,
530,2025-03-28 21:03:37,3288,,DEPOSIT,75955,SUCCESS,
531,2025-01-02 00:02:00,3027,,ATM WITHDRAWAL,7816,SUCCESS,
532,2025-10-07 19:59:25,4584,1162,UPI,7418,SUCCESS,
533,2025-03-10 03:19:29,168,1150,FUND TRANSFER,561418,SUCCESS,
534,2025-11-04 13:20:34,4543,,DEPOSIT,1444,SUCCESS,
535,2025-09-14 12:07:46,4235,1938,UPI,2816,SUCCESS,
536,2025-10-24 16:42:53,3360,,WITHDRAWAL,14316,SUCCESS,
537,2025-10-05 21:06:51,4236,2733,IMPS,82947,SUCCESS,
538,2025-06-01 01:22:28,642,,ATM WITHDRAWAL,4682,SUCCESS,
539,2025-01-12 15:26:14,2427,,ATM WITHDRAWAL,5780,SUCCESS,
540,2025-11-26 21:01:00,3019,4192,UPI,5253,SUCCESS,
541,2025-06-30 08:28:15,2796,,WITHDRAWAL,30173,SUCCESS,
542,2025-10-08 15:30:16,1970,,ATM WITHDRAWAL,5529,SUCCESS,
543,2025-07-28 03:33:35,4086,,WITHDRAWAL,14088,SUCCESS,
544,2025-12-26 06:11:48,3469,,ATM WITHDRAWAL,145,SUCCESS,
545,2025-06-02 08:27:37,2395,,DEPOSIT,23617,SUCCESS,
546,2025-05-11 03:04:25,1058,1177,FUND TRANSFER,389579,SUCCESS,
547,2025-03-04 07:15:08,2304,373,FUND TRANSFER,493784,SUCCESS,
548,2025-12-04 04:55:25,1518,,DEPOSIT,40140,SUCCESS,
549,2025-01-24 21:40:14,1421,,ATM WITHDRAWAL,5329,SUCCESS,
550,2025-05-31 23:07:01,3776,,DEPOSIT,42918,SUCCESS,
551,2025-10-05 21:34:11,4635,,ATM WITHDRAWAL,8660,SUCCESS,
552,2025-04-11 16:22:03,2774,4892,UPI,2490,SUCCESS,
553,2025-12-18 05:38:39,589,2627,IMPS,35449,SUCCESS,
554,2025-10-05 09:11:16,3135,1,UPI,7904,SUCCESS,
555,2025-12-08 11:55:57,522,475,IMPS,9835,SUCCESS,
556,2025-10-28 07:57:26,829,,ATM WITHDRAWAL,1967,FAILED,Network Timeout
557,2025-03-16 02:23:52,3971,2525,NEFT,143616,SUCCESS,
558,2025-08-14 11:07:53,2622,4193,UPI,6182,SUCCESS,
559,2025-05-14 19:32:41,3043,2083,FUND TRANSFER,469172,SUCCESS,
560,2025-12-24 12:48:57,4170,4369,FUND TRANSFER,63437,SUCCESS,
561,2025-07-31 19:36:14,2700,,ATM WITHDRAWAL,2503,SUCCESS,
562,2025-12-20 19:39:54,4265,,WITHDRAWAL,34908,SUCCESS,
563,2025-02-08 02:43:00,120,,DEPOSIT,77767,SUCCESS,
564,2025-06-01 12:57:45,493,1557,FUND TRANSFER,123811,SUCCESS,
565,2025-09-30 23:45:26,2734,874,FUND TRANSFER,711745,SUCCESS,
566,2025-11-22 01:06:38,4313,,DEPOSIT,52921,SUCCESS,
567,2025-03-30 13:21:48,3933,2883,UPI,3965,SUCCESS,
568,2025-10-16 20:23:44,1860,,ATM WITHDRAWAL,9844,SUCCESS,
569,2025-10-15 06:34:20,110,148,NEFT,363105,SUCCESS,
570,2025-09-26 17:20:37,2449,4371,FUND TRANSFER,377200,SUCCESS,
571,2025-10-17 12:27:06,2815,3014,NEFT,44565,SUCCESS,
572,2025-11-19 15:54:58,3808,,ATM WITHDRAWAL,4705,SUCCESS,
573,2025-08-14 09:39:58,3788,2530,NEFT,24731,SUCCESS,
574,2025-09-18 04:50:22,2737,,WITHDRAWAL,33202,SUCCESS,
575,2025-07-18 11:55:00,1174,1756,UPI,3065,SUCCESS,
576,2025-12-10 20:51:23,3775,,ATM WITHDRAWAL,3187,SUCCESS,
577,2025-10-20 20:12:40,1481,103,FUND TRANSFER,209025,SUCCESS,
578,2025-05-18 05:12:59,3599,,ATM WITHDRAWAL,4763,SUCCESS,
579,2025-07-16 22:40:31,402,,INTEREST CREDIT,10687,SUCCESS,
580,2025-06-13 00:47:33,4459,,ATM WITHDRAWAL,8832,SUCCESS,
581,2025-03-17 16:01:30,975,2215,FUND TRANSFER,757503,SUCCESS,
582,2025-01-03 19:08:35,4523,,DEPOSIT,46844,SUCCESS,
583,2025-02-15 13:31:34,1899,838,UPI,8089,SUCCESS,
584,2025-12-02 09:32:25,3397,,INTEREST CREDIT,21214,SUCCESS,
585,2025-10-28 20:25:59,4029,519,IMPS,61129,SUCCESS,
586,2025-01-25 15:32:15,3694,1138,IMPS,11977,SUCCESS,
587,2025-12-16 18:56:59,2443,336,IMPS,111569,FAILED,Account Blocked
588,2025-01-03 23:06:53,4129,,DEPOSIT,62797,SUCCESS,
589,2025-06-16 04:34:05,3055,4549,IMPS,82855,SUCCESS,
590,2025-05-19 16:38:42,3324,4737,IMPS,185752,SUCCESS,
591,2025-03-30 22:39:02,2266,2246,UPI,1475,SUCCESS,
592,2025-09-26 10:39:47,2074,916,UPI,3018,SUCCESS,
593,2025-09-02 23:39:44,336,1677,UPI,1860,SUCCESS,
594,2025-03-03 13:08:22,3624,2160,FUND TRANSFER,453878,SUCCESS,
595,2025-06-17 23:52:22,3141,2644,NEFT,314903,SUCCESS,
596,2025-08-04 21:43:56,643,3984,UPI,8840,SUCCESS,
597,2025-05-09 19:06:52,3559,4554,FUND TRANSFER,195166,SUCCESS,
598,2025-02-28 14:17:50,573,4802,UPI,5711,SUCCESS,
599,2025-11-22 02:22:24,362,,WITHDRAWAL,5350,SUCCESS,
600,2025-11-15 03:44:38,623,,ATM WITHDRAWAL,7367,SUCCESS,
601,2025-12-24 21:09:26,1822,2323,UPI,9806,SUCCESS,
602,2025-02-06 10:24:11,103,4068,IMPS,171522,SUCCESS,
603,2025-07-24 06:45:37,1540,565,FUND TRANSFER,251808,SUCCESS,
604,2025-04-08 21:41:26,1498,,WITHDRAWAL,35287,SUCCESS,
605,2025-05-08 16:19:21,2579,2961,FUND TRANSFER,835031,SUCCESS,
606,2025-03-02 11:49:10,3999,,DEPOSIT,90761,SUCCESS,
607,2025-12-25 17:50:53,2326,,ATM WITHDRAWAL,8705,SUCCESS,
608,2025-08-15 19:52:36,4590,1664,NEFT,474245,SUCCESS,
609,2025-01-02 17:59:09,2484,,ATM WITHDRAWAL,1284,SUCCESS,
610,2025-01-11 17:17:10,1856,1646,UPI,1191,SUCCESS,
611,2025-10-14 02:28:12,1946,665,FUND TRANSFER,247531,SUCCESS,
612,2025-01-13 15:07:31,1848,2547,FUND TRANSFER,668052,SUCCESS,
613,2025-09-12 13:06:12,2532,,DEPOSIT,64828,SUCCESS,
614,2025-08-25 12:06:27,46,,WITHDRAWAL,2112,SUCCESS,
615,2025-02-03 10:48:54,1374,993,UPI,4214,SUCCESS,
616,2025-02-07 14:25:58,3267,1205,FUND TRANSFER,758543,SUCCESS,
617,2025-12-03 22:16:22,2294,3924,UPI,826,SUCCESS,
618,2025-01-22 18:07:02,766,4879,UPI,57,SUCCESS,
619,2025-08-13 16:42:41,459,3192,UPI,8749,SUCCESS,
620,2025-06-16 03:36:35,451,1601,FUND TRANSFER,993668,SUCCESS,
621,2025-04-01 03:21:11,3640,,WITHDRAWAL,19297,SUCCESS,
622,2025-10-30 16:13:29,1908,2064,UPI,6230,SUCCESS,
623,2025-04-07 01:23:46,1360,1009,IMPS,56442,SUCCESS,
624,2025-08-20 14:51:45,1514,2533,FUND TRANSFER,162612,SUCCESS,
625,2025-10-24 00:46:00,2352,2825,NEFT,205935,SUCCESS,
626,2025-10-17 23:38:15,2783,1534,UPI,5837,SUCCESS,
627,2025-06-16 21:52:21,3727,4042,NEFT,210521,SUCCESS,
628,2025-11-15 12:06:04,4636,4242,IMPS,23908,SUCCESS,
629,2025-09-02 19:50:55,2691,3813,UPI,4798,SUCCESS,
630,2025-05-26 16:35:00,4806,1625,FUND TRANSFER,539341,SUCCESS,
631,2025-02-13 03:24:10,2628,3413,FUND TRANSFER,818590,SUCCESS,
632,2025-05-12 07:40:52,3904,3975,IMPS,37627,SUCCESS,
633,2025-04-09 17:36:07,3813,,ATM WITHDRAWAL,2976,SUCCESS,
634,2025-12-04 21:54:30,1144,,WITHDRAWAL,43438,SUCCESS,
635,2025-08-28 18:33:19,3706,2315,UPI,9704,SUCCESS,
636,2025-06-06 10:48:44,366,77,FUND TRANSFER,113488,SUCCESS,
637,2025-07-18 02:09:16,3619,2136,UPI,5474,SUCCESS,
638,2025-08-23 00:16:19,3285,3718,IMPS,127324,SUCCESS,
639,2025-05-03 04:13:49,1278,1694,UPI,4599,SUCCESS,
640,2025-08-24 22:21:26,640,,WITHDRAWAL,8386,SUCCESS,
641,2025-11-23 11:01:30,4716,3178,UPI,2404,SUCCESS,
642,2025-06-27 03:05:04,3583,3746,NEFT,92408,SUCCESS,
643,2025-06-05 09:09:38,1418,,INTEREST CREDIT,15867,SUCCESS,
644,2025-10-06 15:22:58,4625,,DEPOSIT,53722,SUCCESS,
645,2025-02-10 00:26:36,3384,3266,FUND TRANSFER,552332,SUCCESS,
646,2025-01-28 09:16:34,2553,,ATM WITHDRAWAL,3979,SUCCESS,
647,2025-03-13 19:00:21,987,,WITHDRAWAL,42498,SUCCESS,
648,2025-10-04 17:55:31,3334,,ATM WITHDRAWAL,2043,SUCCESS,
649,2025-08-15 22:07:52,2472,104,UPI,8238,SUCCESS,
650,2025-10-12 04:51:05,705,3634,UPI,9155,SUCCESS,
651,2025-02-03 20:54:49,1025,,WITHDRAWAL,19817,SUCCESS,
652,2025-05-15 21:31:48,3973,,ATM WITHDRAWAL,4634,SUCCESS,
653,2025-12-29 03:44:58,4823,4064,UPI,3986,SUCCESS,
654,2025-08-22 03:56:03,2914,,DEPOSIT,26601,SUCCESS,
655,2025-05-31 06:37:34,1291,3166,UPI,2108,SUCCESS,
656,2025-03-19 17:30:03,2584,2715,IMPS,195374,SUCCESS,
657,2025-10-06 10:56:50,1102,3893,UPI,5284,SUCCESS,
658,2025-11-30 09:38:41,2279,,ATM WITHDRAWAL,127,SUCCESS,
659,2025-04-01 05:52:52,2719,2588,UPI,8079,SUCCESS,
660,2025-03-19 03:57:08,4407,,ATM WITHDRAWAL,4615,SUCCESS,
661,2025-06-16 04:19:49,2157,1869,NEFT,251495,SUCCESS,
662,2025-12-30 19:47:56,2302,,DEPOSIT,11141,SUCCESS,
663,2025-01-12 05:24:24,2636,4294,FUND TRANSFER,225882,SUCCESS,
664,2025-03-01 19:11:06,2712,,ATM WITHDRAWAL,1022,SUCCESS,
665,2025-04-21 06:03:37,4896,4851,UPI,2858,SUCCESS,
666,2025-05-30 11:21:33,4328,665,FUND TRANSFER,746989,SUCCESS,
667,2025-07-07 22:50:20,4545,,ATM WITHDRAWAL,9964,SUCCESS,
668,2025-10-20 17:54:54,220,,WITHDRAWAL,16809,SUCCESS,
669,2025-09-20 01:12:43,4113,2505,FUND TRANSFER,323030,SUCCESS,
670,2025-12-18 22:13:18,4656,,ATM WITHDRAWAL,9661,SUCCESS,
671,2025-05-30 13:08:43,1345,,INTEREST CREDIT,5177,SUCCESS,
672,2025-12-14 06:06:49,983,4212,FUND TRANSFER,696284,SUCCESS,
673,2025-08-19 16:44:06,4151,2771,UPI,9626,SUCCESS,
674,2025-10-22 03:17:11,2074,,ATM WITHDRAWAL,9510,SUCCESS,
675,2025-06-25 06:24:38,3976,842,FUND TRANSFER,615767,SUCCESS,
676,2025-02-07 11:11:10,3660,3602,FUND TRANSFER,311560,SUCCESS,
677,2025-11-23 13:58:35,1930,4745,FUND TRANSFER,795365,SUCCESS,
678,2025-12-21 15:49:45,1443,4116,FUND TRANSFER,357704,SUCCESS,
679,2025-01-04 07:11:19,4537,1981,UPI,4113,SUCCESS,
680,2025-08-27 05:49:42,2485,1403,FUND TRANSFER,262832,SUCCESS,
681,2025-08-20 03:16:04,4169,4357,IMPS,89245,SUCCESS,
682,2025-08-11 00:34:33,990,1985,FUND TRANSFER,57383,SUCCESS,
683,2025-07-20 03:26:57,2905,2898,UPI,3588,FAILED,Network Timeout
684,2025-09-18 03:06:00,3488,,DEPOSIT,62903,SUCCESS,
685,2025-09-11 02:27:26,1553,4363,FUND TRANSFER,827459,SUCCESS,
686,2025-11-07 21:12:29,2310,,ATM WITHDRAWAL,6824,SUCCESS,
687,2025-04-16 00:54:38,1391,1929,NEFT,469620,SUCCESS,
688,2025-09-09 11:11:19,3348,,DEPOSIT,46306,SUCCESS,
689,2025-02-26 03:44:49,583,107,UPI,8147,SUCCESS,
690,2025-09-10 17:01:13,4477,,DEPOSIT,37591,FAILED,Daily Limit Exceeded
691,2025-11-30 07:33:12,133,4488,FUND TRANSFER,481327,SUCCESS,
692,2025-10-05 13:59:00,4656,553,FUND TRANSFER,93684,SUCCESS,
693,2025-03-12 19:31:43,697,,WITHDRAWAL,19015,SUCCESS,
694,2025-11-07 07:28:10,4239,2293,UPI,6141,SUCCESS,
695,2025-04-30 07:19:45,4039,795,IMPS,70510,SUCCESS,
696,2025-03-16 14:28:18,3059,,DEPOSIT,87613,SUCCESS,
697,2025-05-06 10:14:16,879,,ATM WITHDRAWAL,7308,SUCCESS,
698,2025-01-16 10:05:35,2300,,DEPOSIT,52905,SUCCESS,
699,2025-01-11 19:20:13,4537,1038,UPI,4951,SUCCESS,
700,2025-08-19 02:55:12,3503,4911,FUND TRANSFER,667988,SUCCESS,
701,2025-09-26 10:27:56,847,,DEPOSIT,12296,SUCCESS,
702,2025-11-14 03:26:06,4083,,WITHDRAWAL,37456,SUCCESS,
703,2025-09-20 14:11:07,2741,1300,FUND TRANSFER,118955,SUCCESS,
704,2025-11-06 10:14:29,3366,4042,UPI,8340,SUCCESS,
705,2025-11-09 11:11:30,2564,1647,IMPS,91144,SUCCESS,
706,2025-09-11 10:47:33,4193,400,UPI,6253,SUCCESS,
707,2025-09-18 02:10:08,42,2497,UPI,6963,FAILED,Beneficiary Not Found
708,2025-07-24 13:42:18,3856,2076,IMPS,119869,SUCCESS,
709,2025-10-11 11:51:27,2668,2910,NEFT,51746,SUCCESS,
710,2025-09-19 15:27:30,1675,2571,FUND TRANSFER,11908,SUCCESS,
711,2025-06-05 08:26:41,1874,,ATM WITHDRAWAL,3307,SUCCESS,
712,2025-10-02 22:37:27,310,2776,UPI,2685,SUCCESS,
713,2025-07-25 05:08:11,933,,DEPOSIT,84004,SUCCESS,
714,2025-03-11 12:48:57,1579,2298,NEFT,455328,SUCCESS,
